,room_id,host_id,room_type,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price
3479,5399756,27896996,Entire home/apt,São Vicente,24,4.5,6,2.0,79.0
4107,6420260,8911887,Entire home/apt,Misericórdia,24,4.5,4,2.0,90.0
4173,6504387,28676929,Entire home/apt,Misericórdia,24,4.5,6,2.0,44.0
4692,7314089,37758551,Entire home/apt,Misericórdia,24,4.5,6,2.0,80.0
4904,7714715,40529551,Entire home/apt,Santo António,24,4.5,4,2.0,69.0
6886,12032628,36522212,Entire home/apt,Campo de Ourique,24,4.5,4,2.0,102.0
6954,12120973,26520950,Entire home/apt,Estrela,24,4.5,6,2.0,54.0
7616,13160645,60480334,Entire home/apt,Alcântara,24,4.5,5,2.0,56.0
7823,13405153,9609453,Entire home/apt,Campo de Ourique,24,4.5,4,2.0,46.0
8008,13661669,79413998,Entire home/apt,Areeiro,24,4.5,6,2.0,93.0
8052,13711086,52570650,Entire home/apt,Avenidas Novas,24,4.5,6,2.0,148.0
8236,13907173,17423291,Entire home/apt,Arroios,24,4.5,4,2.0,64.0
8276,13947269,68044410,Entire home/apt,Santa Maria Maior,24,4.5,4,2.0,131.0
9011,14855278,86688774,Entire home/apt,Santa Maria Maior,24,4.5,6,2.0,78.0
10007,16214261,105934233,Entire home/apt,Santa Maria Maior,24,4.5,8,2.0,173.0
10081,16266066,106363496,Entire home/apt,Arroios,24,4.5,4,2.0,46.0
11381,17798541,121623918,Entire home/apt,Penha de França,24,4.5,4,2.0,69.0
1323,1639479,8657684,Entire home/apt,São Domingos de Benfica,25,4.5,4,2.0,87.0
3535,5506719,28561006,Entire home/apt,São Vicente,25,4.5,4,2.0,48.0
4263,6623345,1370094,Entire home/apt,Santo António,25,4.5,4,2.0,107.0
5556,9182098,2174752,Entire home/apt,Santa Maria Maior,25,4.5,4,2.0,98.0
6138,10654702,55023629,Entire home/apt,Santo António,25,4.5,6,2.0,115.0
6663,11727831,51260837,Entire home/apt,Santa Maria Maior,25,4.5,4,2.0,73.0
6996,12224056,8693539,Entire home/apt,Santo António,25,4.5,5,2.0,64.0
8281,13951007,68044410,Entire home/apt,Santa Maria Maior,25,4.5,4,2.0,108.0
9157,15048257,42518826,Entire home/apt,Ajuda,25,4.5,5,2.0,46.0
9252,15184460,9816110,Entire home/apt,Campo de Ourique,25,4.5,6,2.0,35.0
1240,1500728,2372087,Entire home/apt,Arroios,26,4.5,6,2.0,71.0
1364,1736315,9144231,Entire home/apt,Misericórdia,26,4.5,3,2.0,64.0
1516,2033122,5157570,Entire home/apt,Santo António,26,4.5,4,2.0,69.0
1589,2216874,9626267,Entire home/apt,Estrela,26,4.5,6,2.0,85.0
1759,2596926,1756107,Entire home/apt,Estrela,26,4.5,4,2.0,58.0
1814,2691979,13777184,Entire home/apt,São Vicente,26,4.5,3,2.0,71.0
2962,4280989,22226367,Entire home/apt,São Vicente,26,4.5,5,2.0,80.0
4064,6342114,2372087,Entire home/apt,Misericórdia,26,4.5,6,2.0,173.0
5139,8115092,31683196,Entire home/apt,Misericórdia,26,4.5,5,2.0,115.0
5531,9111815,688914,Entire home/apt,Santa Maria Maior,26,4.5,5,2.0,102.0
5669,9507746,49266324,Entire home/apt,Lumiar,26,4.5,6,2.0,36.0
8090,13748155,71179272,Entire home/apt,Avenidas Novas,26,4.5,4,2.0,93.0
8209,13871673,3953109,Entire home/apt,Misericórdia,26,4.5,6,2.0,104.0
10047,16241568,97800475,Entire home/apt,Arroios,26,4.5,4,2.0,67.0
10093,16283750,106513762,Entire home/apt,Misericórdia,26,4.5,4,2.0,52.0
10867,17272971,116477310,Entire home/apt,Penha de França,26,4.5,4,2.0,49.0
35,87723,480371,Entire home/apt,São Vicente,27,4.5,6,2.0,115.0
569,679226,3457018,Entire home/apt,Arroios,27,4.5,5,2.0,65.0
2261,3113570,15821118,Entire home/apt,Estrela,27,4.5,4,2.0,104.0
2530,3521665,17733765,Entire home/apt,Santo António,27,4.5,7,2.0,87.0
3714,5795096,1756107,Entire home/apt,São Vicente,27,4.5,4,2.0,97.0
4249,6604717,28966885,Entire home/apt,Misericórdia,27,4.5,5,2.0,133.0
5742,9675591,35146152,Entire home/apt,Santa Maria Maior,27,4.5,5,2.0,58.0
7196,12566444,28713820,Entire home/apt,Misericórdia,27,4.5,4,2.0,98.0
7853,13442368,128128,Entire home/apt,Misericórdia,27,4.5,4,2.0,80.0
8071,13740303,62857833,Entire home/apt,Santa Maria Maior,27,4.5,4,2.0,68.0
8318,13996367,17071093,Entire home/apt,Santo António,27,4.5,6,2.0,97.0
8365,14042003,15058804,Entire home/apt,Misericórdia,27,4.5,3,2.0,69.0
8620,14322987,87627505,Entire home/apt,São Vicente,27,4.5,4,2.0,62.0
1458,1944715,10058743,Entire home/apt,Misericórdia,28,4.5,4,2.0,80.0
3354,5147937,1416183,Entire home/apt,Santa Maria Maior,28,4.5,4,2.0,84.0
3546,5518673,28621314,Entire home/apt,Santa Maria Maior,28,4.5,4,2.0,87.0
5265,8383095,20875456,Entire home/apt,Campo de Ourique,28,4.5,4,2.0,58.0
6042,10358871,16568410,Entire home/apt,Olivais,28,4.5,4,2.0,58.0
6476,11453771,4141894,Entire home/apt,Santa Maria Maior,28,4.5,5,2.0,138.0
7044,12277520,20505600,Entire home/apt,Campo de Ourique,28,4.5,6,2.0,75.0
7282,12773841,69218787,Entire home/apt,Estrela,28,4.5,4,2.0,58.0
7472,12997308,71621296,Entire home/apt,Alvalade,28,4.5,5,2.0,58.0
7886,13488451,76954004,Entire home/apt,Benfica,28,4.5,6,2.0,61.0
8104,13764195,30007339,Entire home/apt,Santo António,28,4.5,4,2.0,58.0
253,347518,1756107,Entire home/apt,Santa Maria Maior,29,4.5,5,2.0,117.0
678,776952,815805,Entire home/apt,Estrela,29,4.5,6,2.0,109.0
1353,1725305,6817337,Entire home/apt,Santa Maria Maior,29,4.5,6,2.0,75.0
2852,4031130,20898456,Entire home/apt,Belém,29,4.5,6,2.0,87.0
3648,5692815,1554338,Entire home/apt,Misericórdia,29,4.5,7,2.0,109.0
3710,5790002,29976608,Entire home/apt,Santo António,29,4.5,6,2.0,69.0
4392,6799060,8407039,Entire home/apt,São Vicente,29,4.5,4,2.0,58.0
5164,8178817,1756107,Entire home/apt,Estrela,29,4.5,4,2.0,78.0
5813,9823843,20380623,Entire home/apt,Santa Maria Maior,29,4.5,4,2.0,56.0
5880,9988002,51318754,Entire home/apt,São Vicente,29,4.5,6,2.0,93.0
2528,3510079,1756107,Entire home/apt,Santa Maria Maior,30,4.5,4,2.0,54.0
4296,6651980,34814526,Entire home/apt,Arroios,30,4.5,4,2.0,46.0
5442,8915844,12446134,Entire home/apt,São Vicente,30,4.5,4,2.0,80.0
5696,9558187,24039534,Entire home/apt,Misericórdia,30,4.5,4,2.0,90.0
6475,11449421,60190529,Entire home/apt,Santa Maria Maior,30,4.5,4,2.0,52.0
6712,11808644,2992315,Entire home/apt,Misericórdia,30,4.5,5,2.0,76.0
7640,13185683,7319425,Entire home/apt,Misericórdia,30,4.5,5,2.0,75.0
9981,16161998,19232687,Entire home/apt,Santa Maria Maior,30,4.5,6,2.0,75.0
197,274547,1416183,Entire home/apt,Santa Maria Maior,31,4.5,4,2.0,64.0
2216,3094572,2396258,Entire home/apt,São Vicente,31,4.5,6,2.0,103.0
3469,5382935,16106300,Entire home/apt,Misericórdia,31,4.5,4,2.0,109.0
3723,5802721,914126,Entire home/apt,Santa Maria Maior,31,4.5,4,2.0,115.0
4039,6312941,20507987,Entire home/apt,Misericórdia,31,4.5,4,2.0,76.0
4467,6916728,30061203,Entire home/apt,São Vicente,31,4.5,4,2.0,64.0
5780,9775204,7547027,Entire home/apt,Santa Maria Maior,31,4.5,4,2.0,93.0
7223,12615617,35997608,Entire home/apt,Penha de França,31,4.5,6,2.0,69.0
7981,13630879,79022835,Entire home/apt,Arroios,31,4.5,4,2.0,57.0
9835,15960392,29705323,Entire home/apt,Santa Maria Maior,31,4.5,4,2.0,44.0
217,301264,1552056,Entire home/apt,Arroios,32,4.5,6,2.0,93.0
1218,1475344,743167,Entire home/apt,Santa Maria Maior,32,4.5,6,2.0,202.0
4177,6506062,34008185,Entire home/apt,Santa Maria Maior,32,4.5,4,2.0,84.0
5309,8539121,42928467,Entire home/apt,Campolide,32,4.5,4,2.0,57.0
6613,11656797,61835380,Entire home/apt,Misericórdia,32,4.5,10,2.0,133.0
6710,11799113,62826541,Entire home/apt,São Vicente,32,4.5,6,2.0,89.0
7425,12953131,65630376,Entire home/apt,Campo de Ourique,32,4.5,4,2.0,69.0
8092,13750554,71179272,Entire home/apt,Avenidas Novas,32,4.5,4,2.0,104.0
8309,13985908,41652475,Entire home/apt,Beato,32,4.5,4,2.0,52.0
1046,1216812,6569058,Entire home/apt,Santo António,33,4.5,6,2.0,58.0
2124,3051834,1328660,Entire home/apt,Santa Maria Maior,33,4.5,4,2.0,83.0
3753,5848967,30368097,Entire home/apt,Estrela,33,4.5,4,2.0,58.0
3884,6063661,31473310,Entire home/apt,Alcântara,33,4.5,4,2.0,69.0
4993,7840443,26866501,Entire home/apt,Santo António,33,4.5,8,2.0,87.0
6150,10676988,18158170,Entire home/apt,Santa Maria Maior,33,4.5,6,2.0,173.0
8018,13666751,1549585,Entire home/apt,Misericórdia,33,4.5,6,2.0,90.0
9693,15763593,2101702,Entire home/apt,Misericórdia,33,4.5,6,2.0,58.0
1418,1832357,3250665,Entire home/apt,Santa Maria Maior,34,4.5,4,2.0,45.0
1822,2704476,13842164,Entire home/apt,Misericórdia,34,4.5,6,2.0,96.0
4009,6273183,15262500,Entire home/apt,Parque das Nações,34,4.5,4,2.0,54.0
4807,7553893,3634413,Entire home/apt,Arroios,34,4.5,5,2.0,69.0
7344,12865601,20505600,Entire home/apt,Misericórdia,34,4.5,6,2.0,93.0
7645,13196807,3498908,Entire home/apt,Misericórdia,34,4.5,6,2.0,58.0
7728,13299134,47054243,Entire home/apt,Misericórdia,34,4.5,4,2.0,52.0
7896,13508624,17256013,Entire home/apt,Santo António,34,4.5,5,2.0,104.0
8856,14624942,90786273,Entire home/apt,Arroios,34,4.5,4,2.0,60.0
1215,1470914,7875114,Entire home/apt,Santa Maria Maior,35,4.5,3,2.0,75.0
1305,1608229,8566101,Entire home/apt,Santa Maria Maior,35,4.5,4,2.0,73.0
3174,4757645,24446073,Entire home/apt,Penha de França,35,4.5,4,2.0,40.0
5333,8600210,13939747,Entire home/apt,Arroios,35,4.5,4,2.0,69.0
6036,10330382,32952176,Entire home/apt,Estrela,35,4.5,3,2.0,52.0
6656,11718394,62310114,Entire home/apt,Santa Maria Maior,35,4.5,4,2.0,80.0
6796,11886927,63386730,Entire home/apt,São Vicente,35,4.5,4,2.0,69.0
1733,2558157,5981934,Entire home/apt,Estrela,36,4.5,6,2.0,93.0
2358,3215170,10927789,Entire home/apt,Estrela,36,4.5,6,2.0,115.0
3418,5274812,8177737,Entire home/apt,Alcântara,36,4.5,4,2.0,52.0
5287,8467643,2976200,Entire home/apt,Santa Maria Maior,36,4.5,4,2.0,83.0
6186,10743691,1208572,Entire home/apt,Misericórdia,36,4.5,5,2.0,68.0
8254,13925976,2976200,Entire home/apt,Santa Maria Maior,36,4.5,4,2.0,80.0
8572,14271562,46471002,Entire home/apt,Arroios,36,4.5,4,2.0,68.0
8963,14796340,92416702,Entire home/apt,Misericórdia,36,4.5,3,2.0,69.0
9260,15193633,96469113,Entire home/apt,Misericórdia,36,4.5,4,2.0,91.0
245,336832,701650,Entire home/apt,São Vicente,37,4.5,6,2.0,94.0
2634,3700135,18857692,Entire home/apt,Penha de França,37,4.5,6,2.0,109.0
2938,4234824,19189417,Entire home/apt,Misericórdia,37,4.5,4,2.0,40.0
4583,7087641,17733765,Entire home/apt,Avenidas Novas,37,4.5,6,2.0,93.0
6879,12020178,4511947,Entire home/apt,Santa Maria Maior,37,4.5,4,2.0,80.0
7035,12268187,1029524,Entire home/apt,Misericórdia,37,4.5,7,2.0,104.0
7102,12378760,8693539,Entire home/apt,Misericórdia,37,4.5,4,2.0,52.0
8167,13835049,81606031,Entire home/apt,Misericórdia,37,4.5,4,2.0,83.0
9950,16133382,67620118,Entire home/apt,São Vicente,37,4.5,4,2.0,40.0
563,674051,3422062,Entire home/apt,Santa Maria Maior,38,4.5,6,2.0,115.0
909,1048426,5772046,Entire home/apt,São Vicente,38,4.5,3,2.0,45.0
916,1054837,5809174,Entire home/apt,Ajuda,38,4.5,4,2.0,64.0
1312,1622347,897614,Entire home/apt,Misericórdia,38,4.5,5,2.0,78.0
1639,2355903,12030377,Entire home/apt,Santa Maria Maior,38,4.5,4,2.0,71.0
1845,2736157,4972896,Entire home/apt,Santo António,38,4.5,5,2.0,96.0
3161,4731765,5274559,Entire home/apt,Misericórdia,38,4.5,4,2.0,69.0
3875,6040176,31347497,Entire home/apt,São Vicente,38,4.5,6,2.0,79.0
4170,6499222,5173226,Entire home/apt,Misericórdia,38,4.5,6,2.0,64.0
4630,7224622,37819879,Entire home/apt,Santa Maria Maior,38,4.5,6,2.0,95.0
4733,7363463,11093680,Entire home/apt,Santo António,38,4.5,4,2.0,115.0
5032,7912222,41525830,Entire home/apt,Campolide,38,4.5,6,2.0,46.0
7024,12262523,66035911,Entire home/apt,Estrela,38,4.5,6,2.0,64.0
7974,13620723,78888890,Entire home/apt,Misericórdia,38,4.5,6,2.0,52.0
8222,13890508,4189583,Entire home/apt,Santa Maria Maior,38,4.5,6,2.0,184.0
9266,15203443,29705323,Entire home/apt,Santa Maria Maior,38,4.5,4,2.0,52.0
2415,3305672,2808039,Entire home/apt,Estrela,39,4.5,4,2.0,75.0
3846,5990329,6925599,Entire home/apt,São Vicente,39,4.5,4,2.0,49.0
4226,6579613,7418889,Entire home/apt,Belém,39,4.5,5,2.0,58.0
4847,7619887,39965292,Entire home/apt,Santa Maria Maior,39,4.5,4,2.0,87.0
7511,13042689,72144279,Entire home/apt,Santa Maria Maior,39,4.5,6,2.0,58.0
